Student ID,Gender,Race/Ethnicity,Parental Education,Lunch Type,Test Preparation,Study Time per Week,Daily Sleep Duration,Math Score,Reading Score,Writing Score,School Type,Internet Access
3060,male,group B,associate degree,standard,False,19.4,5.8,64.0,58.0,80.0,public,True
3061,female,group B,,standard,True,7.2,8.3,65.0,56.0,99.0,public,True
3062,female,group A,bachelor degree,free/reduced,True,11.1,8.0,68.0,,61.0,public,False
3063,female,group B,bachelor degree,free/reduced,False,8.1,5.7,71.0,70.0,48.0,public,True
3064,female,group C,some college,standard,False,5.8,5.8,59.0,50.0,58.0,public,True
3065,male,group B,high school,free/reduced,False,6.9,8.7,69.0,68.0,66.0,public,True
3066,female,group D,master degree,standard,True,16.1,6.7,79.0,59.0,41.0,public,True
3067,female,group A,master degree,free/reduced,False,15.2,5.9,71.0,69.0,82.0,public,True
3068,female,group A,associate degree,free/reduced,True,6.1,7.4,95.0,70.0,71.0,international,True
3069,female,group A,high school,standard,False,12.7,6.0,89.0,,45.0,private,True
3070,male,group B,,standard,False,13.8,9.5,60.0,70.0,81.0,public,True
3071,female,group C,associate degree,standard,False,6.9,6.5,52.0,88.0,60.0,public,True
3072,female,group A,some college,free/reduced,False,,6.4,50.0,51.0,59.0,private,True
3073,male,group C,some college,free/reduced,True,8.3,6.7,40.0,70.0,55.0,public,True
3074,female,group C,high school,free/reduced,True,11.3,7.0,65.0,94.0,77.0,public,True
3075,female,group E,bachelor degree,standard,True,4.3,6.2,67.0,63.0,73.0,private,
3076,female,group C,bachelor degree,standard,False,10.7,6.8,50.0,58.0,65.0,public,True
3077,female,group C,some college,standard,False,,3.0,65.0,,91.0,public,True
3078,female,group A,high school,,False,8.6,6.0,63.0,85.0,85.0,public,True
3079,female,group C,bachelor degree,standard,True,11.2,5.8,67.0,72.0,72.0,public,True
3080,female,group C,some college,standard,True,14.6,,68.0,64.0,76.0,public,True
3081,male,group A,high school,standard,True,14.1,5.3,56.0,,95.0,public,True
3082,male,group B,associate degree,free/reduced,False,5.8,,69.0,81.0,67.0,private,True
3083,male,group C,high school,standard,False,13.8,8.6,67.0,95.0,61.0,public,True
3084,male,group C,some college,free/reduced,True,6.6,7.6,59.0,,84.0,public,True
3085,female,group D,some college,standard,False,10.1,7.9,54.0,,65.0,private,True
3086,female,group D,some college,standard,True,12.1,7.9,68.0,78.0,72.0,public,True
3087,female,group B,high school,standard,False,14.0,6.2,57.0,73.0,90.0,public,True
3088,female,group E,some college,free/reduced,False,8.7,7.3,60.0,65.0,85.0,international,True
3089,male,group D,high school,standard,False,1.8,6.4,48.0,93.0,77.0,public,True
3090,male,group D,some college,free/reduced,False,17.4,7.3,55.0,58.0,76.0,public,False
3091,male,group C,bachelor degree,standard,False,10.7,6.6,78.0,,66.0,public,True
3092,male,group B,bachelor degree,standard,True,12.7,7.7,81.0,66.0,94.0,public,True
3093,female,group D,some college,free/reduced,False,10.6,11.0,89.0,76.0,81.0,public,True
3094,female,group A,master degree,free/reduced,False,12.3,5.3,72.0,78.0,49.0,public,False
3095,female,group C,associate degree,standard,False,15.6,6.7,73.0,63.0,50.0,public,False
3096,male,group B,high school,standard,True,9.4,5.3,83.0,59.0,67.0,public,True
3097,male,group D,associate degree,free/reduced,True,7.0,6.9,54.0,,71.0,public,True
3098,male,group D,some college,free/reduced,False,3.0,6.0,75.0,,73.0,private,False
3099,male,group E,some college,standard,True,8.2,8.1,55.0,60.0,59.0,public,True
3100,female,group E,associate degree,standard,False,9.8,7.6,74.0,93.0,66.0,public,True
3101,male,group B,high school,free/reduced,True,6.2,8.6,79.0,85.0,62.0,international,True
3102,male,group A,,free/reduced,False,18.1,5.0,69.0,69.0,68.0,public,True
3103,female,group C,bachelor degree,free/reduced,True,17.6,6.9,71.0,75.0,83.0,public,
3104,female,group E,bachelor degree,standard,False,11.4,9.1,65.0,96.0,66.0,private,True
3105,female,group B,high school,standard,False,,8.0,78.0,100.0,61.0,private,False
3106,male,group A,high school,standard,False,13.3,5.1,85.0,60.0,82.0,public,True
3107,male,group E,high school,free/reduced,True,8.5,7.5,84.0,56.0,65.0,public,True
3108,male,group C,some college,standard,True,17.7,8.7,86.0,90.0,68.0,private,
3109,female,group B,some college,standard,False,22.2,6.6,56.0,91.0,24.0,private,True
3110,female,group E,high school,standard,False,8.5,7.0,77.0,88.0,80.0,public,True
3111,male,group B,high school,standard,False,6.1,8.0,43.0,76.0,51.0,public,False
3112,female,group E,high school,free/reduced,False,7.0,7.8,91.0,67.0,82.0,international,True
3113,female,group B,associate degree,,True,3.3,7.5,73.0,83.0,85.0,public,True
3114,male,group E,associate degree,standard,False,13.4,6.3,76.0,85.0,81.0,private,True
3115,female,group B,high school,standard,False,16.7,6.8,59.0,78.0,74.0,public,True
3116,female,group D,some college,standard,True,10.2,8.6,40.0,46.0,99.0,public,True
3117,female,group B,associate degree,standard,False,4.5,7.4,69.0,77.0,64.0,public,True
3118,male,group D,bachelor degree,free/reduced,True,19.6,7.8,95.0,26.0,48.0,private,True
3119,female,group A,master degree,free/reduced,True,5.1,5.8,63.0,79.0,69.0,private,True
3120,male,group B,some college,free/reduced,False,16.2,8.4,51.0,83.0,72.0,public,True
3121,female,group E,bachelor degree,standard,True,13.3,8.3,78.0,72.0,96.0,public,True
3122,male,group B,high school,standard,False,1.5,3.7,73.0,52.0,73.0,public,True
3123,female,group A,high school,free/reduced,False,5.8,,86.0,75.0,66.0,private,
3124,male,group D,master degree,standard,True,2.5,7.5,72.0,45.0,53.0,public,True
3125,male,group B,associate degree,free/reduced,False,13.5,4.6,64.0,84.0,76.0,public,False
3126,female,group D,bachelor degree,standard,True,9.0,5.6,69.0,53.0,70.0,public,True
3127,male,group B,master degree,free/reduced,False,4.1,8.1,70.0,100.0,81.0,public,True
3128,female,group B,master degree,standard,True,11.1,6.8,56.0,83.0,50.0,international,True
3129,male,group D,some college,standard,False,5.7,8.8,68.0,62.0,63.0,international,False
3130,male,group D,,standard,False,5.1,,70.0,66.0,69.0,public,True
3131,male,group A,some college,free/reduced,True,14.9,5.7,74.0,98.0,65.0,public,True
3132,male,group A,high school,standard,True,17.2,,97.0,72.0,49.0,private,True
3133,male,group B,some college,,False,8.1,8.2,72.0,71.0,69.0,public,True
3134,male,group D,high school,,False,10.7,6.9,88.0,62.0,62.0,international,True
3135,male,group D,associate degree,standard,False,3.9,,70.0,73.0,73.0,public,True
3136,male,group C,associate degree,standard,True,12.0,7.7,79.0,81.0,90.0,public,True
3137,female,group D,,standard,False,6.6,5.4,56.0,86.0,63.0,private,True
3138,female,group E,high school,standard,True,8.2,6.8,43.0,57.0,72.0,public,True
3139,female,group C,high school,standard,False,11.9,6.3,65.0,51.0,72.0,international,False
3140,female,group A,,standard,False,6.7,4.1,69.0,75.0,85.0,international,False
3141,female,group D,some college,standard,False,7.9,4.9,81.0,58.0,87.0,public,True
3142,female,group B,bachelor degree,free/reduced,True,12.6,,58.0,85.0,68.0,private,True
3143,female,group E,master degree,free/reduced,True,3.9,9.2,78.0,68.0,66.0,public,True
3144,female,group A,associate degree,free/reduced,False,,8.0,68.0,65.0,70.0,public,True
3145,male,group E,high school,free/reduced,False,2.3,5.7,68.0,61.0,51.0,private,
3146,female,group D,high school,free/reduced,False,3.5,7.0,77.0,52.0,92.0,public,True
3147,female,group D,high school,free/reduced,True,14.7,7.5,69.0,70.0,83.0,private,True
3148,male,group B,some college,standard,False,18.5,5.6,61.0,80.0,59.0,public,True
3149,male,group C,master degree,standard,True,17.7,9.1,66.0,79.0,69.0,private,True
3150,female,group C,,free/reduced,True,7.2,5.8,77.0,47.0,62.0,public,True
3151,female,group C,,standard,True,19.5,7.3,72.0,60.0,71.0,private,True
3152,male,group B,high school,standard,False,7.8,7.6,79.0,75.0,71.0,public,True
3153,male,group B,associate degree,standard,True,6.3,7.6,77.0,88.0,74.0,public,True
3154,male,group B,associate degree,standard,False,15.3,6.8,42.0,69.0,54.0,public,True
3155,female,group C,some college,free/reduced,False,13.6,6.5,42.0,88.0,66.0,public,True
3156,female,group C,high school,standard,False,0.7,8.2,68.0,50.0,71.0,international,False
3157,female,group C,some college,standard,True,13.1,6.4,98.0,78.0,,international,True
3158,female,group C,bachelor degree,free/reduced,False,5.8,6.5,72.0,83.0,73.0,private,
3159,male,group D,high school,free/reduced,False,6.8,7.8,46.0,59.0,62.0,public,True
3160,female,group C,bachelor degree,standard,False,4.8,,51.0,61.0,95.0,public,True
3161,male,group E,high school,standard,False,16.8,,90.0,88.0,100.0,international,True
3162,female,group C,high school,standard,False,19.8,7.5,83.0,57.0,75.0,public,
3163,female,group E,,standard,False,,8.3,51.0,97.0,66.0,public,True
3164,female,group B,some college,standard,False,10.3,8.4,50.0,76.0,92.0,public,False
3165,male,group C,master degree,,True,5.7,4.0,88.0,91.0,62.0,public,True
3166,male,group D,some college,free/reduced,True,12.7,8.0,86.0,71.0,73.0,private,False
3167,male,group D,high school,standard,True,,6.8,75.0,81.0,91.0,public,True
3168,male,group B,some college,free/reduced,True,13.6,9.0,43.0,75.0,83.0,international,True
3169,male,group C,associate degree,standard,False,6.7,7.4,67.0,90.0,,private,True
3170,male,group A,high school,standard,False,2.0,7.1,52.0,76.0,,public,True
3171,female,group B,associate degree,free/reduced,True,5.2,8.7,67.0,62.0,74.0,private,True
3172,female,group B,some college,standard,False,16.5,8.1,66.0,82.0,41.0,international,True
3173,male,group C,high school,free/reduced,False,5.2,6.2,78.0,49.0,62.0,public,True
3174,male,group C,high school,free/reduced,False,,6.8,59.0,84.0,76.0,public,True
3175,male,group B,high school,,True,0.0,6.5,56.0,,56.0,public,False
3176,female,group C,high school,standard,True,9.4,8.4,43.0,80.0,61.0,international,True
3177,female,group D,some college,standard,False,4.0,9.7,66.0,88.0,65.0,public,True
3178,male,group D,bachelor degree,standard,False,6.4,6.7,96.0,60.0,,private,True
3179,female,group E,high school,standard,True,,9.3,53.0,27.0,72.0,public,True
3180,female,group C,high school,free/reduced,True,15.5,6.2,75.0,61.0,81.0,public,True
3181,male,group B,,standard,False,,7.4,82.0,69.0,88.0,public,True
3182,female,group D,some college,free/reduced,True,12.8,,76.0,81.0,98.0,public,True
3183,male,group E,high school,,True,8.7,5.7,65.0,75.0,74.0,public,True
3184,male,group C,some college,free/reduced,True,12.5,6.8,55.0,77.0,89.0,private,True
3185,male,group E,some college,standard,True,10.8,6.6,64.0,68.0,65.0,public,True
3186,female,group E,master degree,standard,False,11.5,8.7,54.0,63.0,69.0,public,True
3187,female,group D,master degree,standard,False,11.0,9.1,89.0,81.0,89.0,public,True
3188,male,group A,some college,standard,False,7.9,6.6,59.0,83.0,72.0,public,True
3189,male,group C,some college,free/reduced,False,15.8,7.8,46.0,68.0,43.0,public,True
3190,male,group E,bachelor degree,free/reduced,True,14.2,8.8,66.0,65.0,60.0,public,True
3191,female,group D,master degree,standard,False,10.7,4.1,81.0,73.0,85.0,public,False
3192,male,group C,high school,free/reduced,True,10.3,8.2,63.0,73.0,69.0,public,False
3193,female,group C,master degree,standard,False,13.3,7.7,64.0,67.0,65.0,public,True
3194,male,group B,associate degree,standard,False,10.5,9.5,70.0,52.0,76.0,public,False
3195,male,group C,some college,standard,False,8.7,,63.0,78.0,64.0,international,True
3196,male,group B,associate degree,standard,True,17.6,6.4,88.0,,65.0,private,True
3197,female,group A,bachelor degree,standard,True,11.1,8.1,90.0,69.0,61.0,public,True
3198,male,group D,some college,standard,False,,7.1,67.0,100.0,63.0,private,True
3199,female,group E,some college,standard,False,9.0,8.7,73.0,62.0,70.0,public,True
3200,female,group B,bachelor degree,standard,False,8.9,8.3,75.0,81.0,78.0,public,True
3201,female,group E,some college,free/reduced,False,11.1,6.2,84.0,92.0,63.0,public,False
3202,female,group E,bachelor degree,free/reduced,False,16.9,6.0,68.0,67.0,59.0,public,True
3203,female,group E,high school,free/reduced,False,6.6,7.3,76.0,66.0,77.0,public,True
3204,male,group C,,standard,True,1.3,7.4,44.0,,70.0,private,False
3205,male,group C,some college,standard,True,13.5,7.3,72.0,83.0,77.0,public,False
3206,female,group D,bachelor degree,standard,True,,9.8,79.0,80.0,80.0,private,True
3207,female,group E,some college,standard,False,11.5,6.9,94.0,76.0,61.0,public,True
3208,female,group D,some college,standard,False,7.1,8.4,90.0,53.0,83.0,international,True
3209,male,group C,some college,standard,False,10.1,7.2,51.0,80.0,85.0,public,True
3210,female,group C,high school,standard,True,2.5,6.8,70.0,37.0,34.0,public,True
3211,female,group C,associate degree,standard,False,11.5,8.1,55.0,91.0,60.0,public,True
3212,male,group D,,standard,True,10.8,6.5,72.0,84.0,87.0,public,True
3213,female,group B,,free/reduced,False,3.3,9.0,72.0,64.0,79.0,public,True
3214,female,group B,associate degree,,True,13.1,5.9,100.0,75.0,100.0,private,True
3215,male,group E,bachelor degree,standard,True,5.6,6.7,56.0,82.0,84.0,public,True
3216,female,group C,associate degree,standard,True,7.4,7.8,90.0,70.0,78.0,public,True
3217,female,group E,high school,standard,False,10.7,6.2,40.0,80.0,81.0,public,True
3218,male,group A,high school,standard,False,6.5,,72.0,64.0,44.0,international,True
3219,male,group C,,standard,False,12.5,8.3,59.0,74.0,,public,True
3220,female,group D,bachelor degree,standard,True,8.4,,60.0,62.0,82.0,international,True
3221,female,group E,high school,free/reduced,True,,7.3,92.0,91.0,69.0,private,True
3222,female,group D,high school,standard,True,18.3,6.9,75.0,55.0,60.0,public,True
3223,female,group E,bachelor degree,standard,False,12.2,4.4,80.0,75.0,71.0,private,True
3224,male,group E,bachelor degree,standard,False,12.5,7.4,3.0,85.0,73.0,private,True
3225,male,group B,bachelor degree,standard,True,0.9,5.9,67.0,98.0,55.0,public,True
3226,female,group C,some college,standard,True,6.5,5.7,63.0,78.0,64.0,public,True
3227,female,group E,master degree,standard,False,9.6,10.3,55.0,64.0,59.0,public,True
3228,male,group D,master degree,standard,True,5.6,7.6,65.0,86.0,86.0,private,True
3229,male,group C,high school,standard,False,8.6,7.5,87.0,48.0,65.0,public,True
3230,male,group E,bachelor degree,free/reduced,False,17.6,7.4,75.0,63.0,65.0,private,True
3231,female,group C,bachelor degree,standard,True,8.0,6.1,75.0,,63.0,private,True
3232,male,group B,master degree,standard,True,14.4,9.0,54.0,,44.0,public,True
3233,male,group E,master degree,standard,False,18.8,8.7,82.0,,94.0,international,True
3234,male,group B,,free/reduced,True,17.2,8.1,96.0,91.0,81.0,public,True
3235,male,group A,bachelor degree,,True,4.4,7.2,62.0,92.0,60.0,public,True
3236,female,group E,some college,standard,False,10.0,6.4,56.0,,74.0,public,False
3237,male,group B,,standard,True,12.2,8.4,47.0,59.0,86.0,public,True
3238,male,group A,some college,free/reduced,True,4.7,8.2,74.0,58.0,58.0,public,True
3239,male,group C,high school,standard,False,4.4,6.9,73.0,64.0,67.0,international,True
3240,male,group A,some college,free/reduced,True,7.9,6.7,73.0,71.0,55.0,public,True
3241,female,group C,associate degree,standard,False,11.1,9.8,57.0,57.0,83.0,public,True
3242,male,group B,high school,standard,False,17.4,6.7,70.0,65.0,73.0,private,True
3243,female,group B,associate degree,standard,False,6.4,7.3,86.0,80.0,73.0,public,False
3244,male,group B,associate degree,standard,True,8.2,8.3,67.0,56.0,57.0,public,True
3245,male,group C,some college,free/reduced,True,,6.3,74.0,,81.0,public,True
3246,female,group E,some college,free/reduced,False,3.2,8.8,52.0,85.0,53.0,public,True
3247,male,group B,,standard,True,3.4,7.8,40.0,71.0,58.0,public,
3248,female,group E,high school,free/reduced,True,12.3,6.6,50.0,58.0,89.0,private,True
3249,female,group B,high school,standard,True,9.1,4.9,83.0,88.0,68.0,private,True
3250,female,group A,master degree,free/reduced,False,15.3,7.1,88.0,80.0,61.0,public,True
3251,male,group C,bachelor degree,standard,True,7.1,4.9,45.0,50.0,54.0,public,True
3252,female,group D,master degree,standard,False,11.2,7.9,55.0,57.0,67.0,private,False
3253,male,group D,bachelor degree,free/reduced,False,17.4,5.4,62.0,69.0,51.0,public,
3254,male,group C,high school,standard,False,12.2,10.6,71.0,73.0,69.0,private,True
3255,female,group E,high school,standard,False,16.2,,96.0,72.0,56.0,public,True
3256,female,group C,high school,,True,13.3,6.1,65.0,55.0,82.0,public,True
3257,female,group E,associate degree,free/reduced,False,9.4,8.2,54.0,71.0,85.0,public,True
3258,female,group D,bachelor degree,,False,9.1,5.4,70.0,57.0,,public,
3259,male,group C,high school,free/reduced,True,6.2,5.8,78.0,100.0,85.0,public,False
3260,female,group E,some college,free/reduced,False,12.8,5.4,73.0,64.0,49.0,public,True
3261,male,group C,some college,standard,False,8.9,7.0,40.0,62.0,76.0,private,True
3262,male,group B,,free/reduced,False,12.7,5.4,68.0,46.0,67.0,private,True
3263,male,group A,high school,free/reduced,False,8.2,6.4,76.0,74.0,76.0,international,True
3264,female,group D,high school,free/reduced,False,11.3,9.3,56.0,71.0,,public,True
3265,female,group C,bachelor degree,free/reduced,True,8.7,9.6,73.0,75.0,76.0,public,True
3266,female,group C,associate degree,standard,False,10.3,5.2,84.0,76.0,70.0,private,True
3267,female,group B,associate degree,standard,False,12.5,5.5,89.0,77.0,75.0,private,True
3268,male,group B,,standard,True,4.3,5.6,80.0,65.0,70.0,public,True
3269,male,group E,master degree,standard,False,7.4,9.6,77.0,,65.0,private,True
3270,male,group C,,standard,False,15.2,8.7,75.0,69.0,49.0,public,True
3271,female,group C,some college,free/reduced,False,17.1,9.6,81.0,46.0,64.0,public,True
3272,male,group A,master degree,free/reduced,False,6.2,7.3,62.0,42.0,48.0,private,True
3273,female,group E,,standard,True,6.9,8.2,68.0,,79.0,public,True
3274,female,group B,associate degree,standard,False,10.0,4.0,95.0,72.0,66.0,private,True
3275,male,group E,associate degree,free/reduced,False,10.3,5.9,79.0,85.0,76.0,public,True
3276,female,group C,associate degree,free/reduced,False,15.5,6.3,60.0,43.0,67.0,public,True
3277,female,group B,,standard,True,8.7,8.3,100.0,78.0,83.0,public,False
3278,female,group C,high school,standard,False,20.8,6.8,89.0,67.0,67.0,public,True
3279,female,group C,bachelor degree,free/reduced,True,14.9,8.2,90.0,87.0,89.0,public,True
3280,female,group C,high school,standard,True,14.1,7.2,58.0,31.0,51.0,international,True
3281,female,group A,high school,free/reduced,True,6.4,7.0,69.0,51.0,68.0,private,True
3282,female,group B,associate degree,standard,False,5.2,7.4,69.0,71.0,59.0,private,False
3283,male,group E,master degree,standard,False,12.8,8.8,78.0,76.0,33.0,private,True
3284,female,group A,bachelor degree,standard,False,14.6,8.6,80.0,,83.0,public,True
3285,male,group E,some college,standard,True,9.4,6.0,84.0,81.0,76.0,public,True
3286,female,group E,associate degree,standard,True,10.5,5.7,72.0,87.0,71.0,public,True
3287,female,group A,associate degree,standard,False,12.2,6.3,63.0,67.0,66.0,public,True
3288,male,group C,bachelor degree,free/reduced,True,8.6,7.1,52.0,,67.0,international,True
3289,female,group E,associate degree,standard,True,3.6,8.5,66.0,79.0,65.0,public,False
3290,male,group A,master degree,standard,False,,6.6,70.0,91.0,,public,True
3291,female,group D,associate degree,free/reduced,False,5.5,6.1,69.0,71.0,64.0,international,True
3292,female,group D,some college,standard,True,8.9,7.4,58.0,78.0,75.0,public,True
3293,male,group E,bachelor degree,standard,True,11.5,,38.0,76.0,74.0,private,True
3294,male,group B,bachelor degree,free/reduced,True,0.0,7.3,57.0,63.0,45.0,private,True
3295,male,group E,bachelor degree,standard,True,0.9,9.2,47.0,58.0,71.0,public,True
3296,female,group A,some college,standard,True,15.9,4.8,64.0,72.0,78.0,public,True
3297,female,group D,some college,free/reduced,False,3.7,8.2,70.0,66.0,61.0,public,True
3298,female,group B,,standard,False,17.2,4.9,54.0,66.0,66.0,public,
3299,male,group B,bachelor degree,standard,False,1.0,7.1,72.0,95.0,56.0,private,True
3300,male,group A,some college,standard,False,4.2,5.7,69.0,78.0,67.0,public,True
3301,male,group E,high school,standard,False,7.0,7.5,44.0,48.0,,public,True
3302,female,group C,some college,standard,False,11.0,6.2,57.0,77.0,47.0,international,True
3303,female,group D,high school,standard,False,19.6,8.4,64.0,67.0,69.0,public,True
3304,male,group C,,free/reduced,False,13.5,7.6,31.0,97.0,59.0,public,True
3305,male,group E,master degree,free/reduced,False,,7.9,58.0,66.0,63.0,public,False
3306,female,group C,associate degree,standard,False,7.0,6.3,82.0,68.0,72.0,public,True
3307,female,group C,high school,standard,True,10.9,5.8,66.0,83.0,77.0,private,True
3308,female,group B,associate degree,standard,False,4.4,7.4,74.0,61.0,72.0,public,True
3309,female,group E,some college,free/reduced,False,9.2,,61.0,80.0,95.0,public,True
3310,female,group C,high school,standard,True,2.6,7.0,78.0,78.0,54.0,public,True
3311,male,group B,bachelor degree,standard,False,10.1,6.7,46.0,67.0,48.0,public,True
3312,male,group C,high school,standard,True,16.0,,70.0,85.0,100.0,public,True
3313,female,group B,high school,free/reduced,False,,6.4,58.0,66.0,81.0,public,True
3314,female,group D,bachelor degree,standard,False,8.3,,63.0,53.0,70.0,public,True
3315,male,group B,some college,,False,10.9,,77.0,79.0,78.0,public,True
3316,male,group C,master degree,free/reduced,False,17.0,10.0,50.0,,45.0,public,True
3317,female,group E,some college,standard,True,18.5,7.8,65.0,49.0,94.0,public,True
3318,female,group C,associate degree,free/reduced,True,13.4,9.1,78.0,66.0,68.0,private,False
3319,male,group A,bachelor degree,free/reduced,True,9.6,6.7,81.0,81.0,58.0,public,True
3320,male,group B,some college,standard,False,8.3,,72.0,77.0,81.0,public,True
3321,male,group D,bachelor degree,standard,True,10.1,7.0,57.0,59.0,54.0,public,True
3322,female,group E,high school,free/reduced,True,16.6,6.2,74.0,57.0,94.0,public,True
3323,female,group D,associate degree,standard,False,1.8,6.4,76.0,72.0,100.0,international,True
3324,male,group C,some college,standard,True,21.6,6.3,81.0,69.0,76.0,public,True
3325,male,group C,high school,standard,False,12.4,,56.0,76.0,61.0,public,True
3326,male,group A,associate degree,free/reduced,False,7.9,7.5,51.0,,52.0,public,True
3327,male,group C,high school,standard,False,7.1,4.5,48.0,69.0,64.0,public,True
3328,female,group D,high school,free/reduced,False,3.1,8.3,72.0,79.0,93.0,public,True
3329,male,group D,associate degree,free/reduced,False,9.9,5.1,48.0,,,public,False
3330,female,group C,some college,standard,True,14.4,5.4,75.0,,36.0,public,True
3331,male,group D,some college,standard,False,12.7,7.8,90.0,75.0,84.0,public,True
3332,female,group C,bachelor degree,standard,False,5.3,7.1,56.0,76.0,70.0,public,True
3333,female,group E,bachelor degree,free/reduced,False,15.0,8.6,100.0,75.0,95.0,private,True
3334,female,group E,some college,free/reduced,False,11.8,6.6,83.0,36.0,69.0,private,True
3335,female,group C,,standard,False,5.1,5.3,91.0,69.0,71.0,public,True
3336,female,group C,bachelor degree,standard,False,2.5,8.5,64.0,51.0,72.0,public,True
3337,female,group E,high school,standard,True,0.4,6.2,78.0,42.0,55.0,public,True
3338,female,group E,bachelor degree,standard,True,10.9,6.0,74.0,82.0,67.0,international,True
3339,female,group B,some college,standard,True,20.2,8.1,58.0,89.0,50.0,public,True
3340,female,group A,bachelor degree,standard,True,14.0,4.7,66.0,65.0,73.0,private,True
3341,male,group C,high school,free/reduced,True,11.1,6.7,90.0,62.0,59.0,public,True
3342,male,group B,,standard,True,10.4,6.3,71.0,67.0,90.0,public,True
3343,male,group C,bachelor degree,standard,False,8.0,6.4,69.0,77.0,86.0,public,True
3344,female,group C,high school,standard,False,6.8,7.3,83.0,75.0,65.0,private,True
3345,female,group B,high school,standard,False,13.6,5.2,81.0,77.0,72.0,public,True
3346,male,group D,bachelor degree,free/reduced,False,13.4,,82.0,70.0,68.0,public,True
3347,female,group A,high school,standard,False,,8.1,97.0,67.0,41.0,private,True
3348,male,group A,some college,standard,False,9.2,8.8,57.0,89.0,45.0,public,True
3349,male,group D,high school,free/reduced,True,6.3,6.5,62.0,48.0,60.0,private,True
3350,male,group A,some college,free/reduced,False,,7.6,76.0,62.0,75.0,public,True
3351,male,group E,high school,standard,False,8.8,9.0,86.0,69.0,70.0,public,False
3352,male,group E,some college,standard,True,8.5,6.5,81.0,81.0,39.0,private,True
3353,female,group E,,free/reduced,True,9.0,8.7,77.0,100.0,70.0,private,True
3354,male,group C,associate degree,free/reduced,False,6.5,9.0,61.0,78.0,66.0,public,True
3355,female,group D,,standard,True,13.5,9.4,44.0,53.0,80.0,public,True
3356,male,group E,bachelor degree,standard,False,12.5,,66.0,77.0,44.0,public,True
3357,female,group D,,free/reduced,False,16.1,7.7,40.0,69.0,64.0,public,True
3358,male,group E,master degree,free/reduced,True,12.0,8.8,70.0,,86.0,public,True
3359,female,group A,bachelor degree,standard,True,13.9,7.9,100.0,67.0,66.0,public,True
3360,female,group C,high school,free/reduced,False,7.7,6.2,76.0,69.0,66.0,international,True
3361,male,group C,high school,free/reduced,False,17.0,9.0,72.0,,82.0,public,True
3362,female,group C,high school,standard,False,17.6,8.9,63.0,82.0,49.0,public,True
3363,female,group B,bachelor degree,free/reduced,False,5.6,6.6,62.0,44.0,73.0,public,True
3364,male,group E,associate degree,standard,False,15.3,8.8,97.0,64.0,71.0,private,True
3365,female,group A,high school,standard,False,,9.3,85.0,70.0,74.0,public,False
3366,male,group D,high school,standard,False,,6.4,69.0,60.0,75.0,public,False
3367,female,group A,bachelor degree,free/reduced,False,,6.5,92.0,75.0,47.0,public,True
3368,male,group D,,standard,False,,8.0,67.0,86.0,80.0,public,True
3369,male,group C,some college,standard,False,6.1,10.0,80.0,98.0,66.0,public,True
3370,female,group B,high school,standard,True,7.8,9.9,47.0,74.0,78.0,public,True
3371,male,group A,high school,standard,True,4.8,6.1,60.0,91.0,54.0,private,True
3372,female,group C,bachelor degree,standard,True,11.8,7.0,75.0,78.0,82.0,public,True
3373,male,group D,,standard,True,17.0,6.8,100.0,65.0,43.0,public,True
3374,female,group C,bachelor degree,standard,True,14.6,7.5,67.0,65.0,92.0,public,False
3375,male,group C,master degree,standard,False,12.4,6.1,87.0,61.0,73.0,public,True
3376,female,group E,associate degree,standard,True,9.2,7.7,86.0,49.0,82.0,public,True
3377,female,group C,bachelor degree,standard,False,8.0,6.6,79.0,58.0,59.0,private,True
3378,female,group B,some college,standard,False,10.4,7.4,64.0,84.0,88.0,public,True
3379,female,group B,master degree,standard,True,,5.7,53.0,68.0,100.0,public,True
3380,female,group E,some college,free/reduced,False,8.0,6.3,85.0,86.0,68.0,private,True
3381,female,group E,some college,standard,True,8.0,6.2,84.0,88.0,45.0,private,True
3382,male,group C,some college,standard,False,9.7,7.2,68.0,53.0,82.0,public,True
3383,female,group C,high school,free/reduced,True,0.5,6.9,54.0,,64.0,international,True
3384,male,group C,,free/reduced,False,9.9,,69.0,93.0,80.0,public,True
3385,female,group D,master degree,free/reduced,False,0.0,,70.0,73.0,77.0,public,True
3386,female,group D,high school,standard,True,10.9,9.6,53.0,70.0,75.0,public,True
3387,female,group B,high school,standard,True,13.8,5.9,85.0,74.0,49.0,public,False
3388,male,group B,associate degree,free/reduced,False,15.4,10.0,83.0,69.0,62.0,international,True
3389,male,group B,associate degree,free/reduced,False,16.2,6.5,86.0,93.0,61.0,public,True
3390,female,group E,some college,standard,True,1.9,8.3,79.0,49.0,83.0,private,True
3391,male,group A,associate degree,standard,True,0.0,6.4,87.0,51.0,100.0,public,True
3392,male,group B,high school,free/reduced,True,14.1,4.3,78.0,64.0,97.0,private,True
3393,female,group A,bachelor degree,standard,False,11.0,6.6,73.0,74.0,35.0,private,True
3394,male,group D,bachelor degree,free/reduced,True,7.6,8.4,49.0,90.0,70.0,public,True
3395,male,group D,high school,standard,False,7.2,4.8,52.0,79.0,70.0,public,True
3396,female,group E,bachelor degree,standard,True,9.1,8.5,67.0,62.0,74.0,public,True
3397,male,group D,some college,standard,True,6.3,6.1,75.0,56.0,56.0,public,True
3398,male,group A,high school,standard,False,16.9,6.5,83.0,61.0,64.0,public,False
